Ensembl Gene ID	Associated Gene Name	Description
ENSDARG00000018325	taf5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:ZFIN;Acc:ZDB-GENE-051120-180]
ENSDARG00000097129	si:dkey-45l12.2	si:dkey-45l12.2 [Source:ZFIN;Acc:ZDB-GENE-131119-73]
ENSDARG00000104982	si:ch211-248k15.5	si:ch211-248k15.5 [Source:ZFIN;Acc:ZDB-GENE-141216-105]
ENSDARG00000096364	si:dkey-156n14.8	si:dkey-156n14.8 [Source:ZFIN;Acc:ZDB-GENE-120215-251]
ENSDARG00000061887	si:dkey-149i17.9	si:dkey-149i17.9 [Source:ZFIN;Acc:ZDB-GENE-070912-376]
ENSDARG00000094237	taar12h	trace amine associated receptor 12h [Source:ZFIN;Acc:ZDB-GENE-041014-54]
ENSDARG00000003526	psma5	proteasome (prosome, macropain) subunit, alpha type, 5 [Source:ZFIN;Acc:ZDB-GENE-040625-96]
ENSDARG00000076017	tmem69	transmembrane protein 69 [Source:ZFIN;Acc:ZDB-GENE-081022-98]
ENSDARG00000099658	si:ch211-248k15.3	si:ch211-248k15.3 [Source:ZFIN;Acc:ZDB-GENE-070705-143]
ENSDARG00000090949	dlg5b.1	discs, large homolog 5b (Drosophila), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-120206-4]
ENSDARG00000051737	zgc:173552	zgc:173552 [Source:ZFIN;Acc:ZDB-GENE-080220-24]
ENSDARG00000058498	slc9a3.1	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-060503-545]
ENSDARG00000096349	si:dkey-156n14.9	si:dkey-156n14.9 [Source:ZFIN;Acc:ZDB-GENE-120215-158]
ENSDARG00000086376	taar12e	trace amine associated receptor 12e [Source:ZFIN;Acc:ZDB-GENE-041014-51]
ENSDARG00000045598	si:dkey-180p18.9	si:dkey-180p18.9 [Source:ZFIN;Acc:ZDB-GENE-041210-132]
ENSDARG00000020475	znrf1	zinc and ring finger 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1905]
ENSDARG00000051934	kxd1	KxDL motif containing 1 [Source:ZFIN;Acc:ZDB-GENE-040801-207]
ENSDARG00000097081	si:dkey-149i17.11	si:dkey-149i17.11 [Source:ZFIN;Acc:ZDB-GENE-131120-82]
ENSDARG00000096238	si:dkey-156n14.10	si:dkey-156n14.10 [Source:ZFIN;Acc:ZDB-GENE-120215-120]
ENSDARG00000037503	thoc2	THO complex 2 [Source:ZFIN;Acc:ZDB-GENE-030616-54]
ENSDARG00000097060	si:ch211-207n23.3	si:ch211-207n23.3 [Source:ZFIN;Acc:ZDB-GENE-131119-34]
ENSDARG00000019342	chrnd	cholinergic receptor, nicotinic, delta (muscle) [Source:ZFIN;Acc:ZDB-GENE-030131-6665]
ENSDARG00000076539	si:ch211-53m15.1	si:ch211-53m15.1 [Source:ZFIN;Acc:ZDB-GENE-100921-17]
ENSDARG00000103527	si:dkeyp-35e5.9	si:dkeyp-35e5.9 [Source:ZFIN;Acc:ZDB-GENE-110913-107]
ENSDARG00000099906	si:ch1073-182o11.2	si:ch1073-182o11.2 [Source:ZFIN;Acc:ZDB-GENE-141216-458]
ENSDARG00000104339	FQ377629.1	
ENSDARG00000103294	si:ch211-221j21.3	si:ch211-221j21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-1805]
ENSDARG00000095174	si:ch73-243b8.4	si:ch73-243b8.4 [Source:ZFIN;Acc:ZDB-GENE-091204-453]
ENSDARG00000098540	ZC3H7B (2 of 2)	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:HGNC:30869]
ENSDARG00000101089	gart	phosphoribosylglycinamide formyltransferase [Source:ZFIN;Acc:ZDB-GENE-000616-14]
ENSDARG00000018650	gtpbp3	GTP binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-050522-335]
ENSDARG00000102774	znf687a	zinc finger protein 687a [Source:ZFIN;Acc:ZDB-GENE-100922-32]
ENSDARG00000096450	si:dkey-256k13.3	si:dkey-256k13.3 [Source:ZFIN;Acc:ZDB-GENE-120709-56]
ENSDARG00000053956	sptbn2	spectrin, beta, non-erythrocytic 2 [Source:ZFIN;Acc:ZDB-GENE-030131-787]
ENSDARG00000092491	si:dkey-149i17.8	si:dkey-149i17.8 [Source:ZFIN;Acc:ZDB-GENE-070912-375]
ENSDARG00000011334	ncaldb	neurocalcin delta b [Source:ZFIN;Acc:ZDB-GENE-040808-37]
ENSDARG00000070399	alg2	asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-060502-2]
ENSDARG00000008119	E2F6	E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]
ENSDARG00000094612	si:dkey-262g12.3	si:dkey-262g12.3 [Source:ZFIN;Acc:ZDB-GENE-060503-255]
ENSDARG00000097414	si:ch211-106e7.2	si:ch211-106e7.2 [Source:ZFIN;Acc:ZDB-GENE-031116-72]
ENSDARG00000096674	si:dkey-49c17.2	si:dkey-49c17.2 [Source:ZFIN;Acc:ZDB-GENE-130603-52]
ENSDARG00000044600	CABZ01025393.1	
ENSDARG00000006120	tbx2b	T-box 2b [Source:ZFIN;Acc:ZDB-GENE-990726-27]
ENSDARG00000096738	si:zfos-911d5.4	si:zfos-911d5.4 [Source:ZFIN;Acc:ZDB-GENE-130603-14]
ENSDARG00000008829	chga	chromogranin A [Source:ZFIN;Acc:ZDB-GENE-041010-161]
ENSDARG00000099596	btd	biotinidase [Source:ZFIN;Acc:ZDB-GENE-060825-186]
ENSDARG00000102043	CABZ01040256.1	
ENSDARG00000009950	edf1	endothelial differentiation-related factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1710]
ENSDARG00000058702	vax2	ventral anterior homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-030904-8]
ENSDARG00000105112	ntn1a	netrin 1a [Source:ZFIN;Acc:ZDB-GENE-990415-169]
ENSDARG00000079854	SCYL1	SCY1-like, kinase-like 1 [Source:HGNC Symbol;Acc:HGNC:14372]
ENSDARG00000052286	BX323032.1	
ENSDARG00000026865	fam107b	family with sequence similarity 107, member B [Source:ZFIN;Acc:ZDB-GENE-031030-12]
ENSDARG00000068965	nrip1a	nuclear receptor interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-040723-8]
ENSDARG00000098955	ssh2b	slingshot protein phosphatase 2b [Source:ZFIN;Acc:ZDB-GENE-081205-4]
ENSDARG00000089044	HIST4H4 (3 of 5)	histone cluster 4, H4 [Source:HGNC Symbol;Acc:HGNC:20510]
ENSDARG00000052766	EVI5L	ecotropic viral integration site 5-like [Source:HGNC Symbol;Acc:HGNC:30464]
ENSDARG00000052115	ehf	ets homologous factor [Source:ZFIN;Acc:ZDB-GENE-060312-7]
ENSDARG00000094747	si:ch211-197g15.6	si:ch211-197g15.6 [Source:ZFIN;Acc:ZDB-GENE-050208-457]
ENSDARG00000100593	gnrhr1	gonadotropin releasing hormone receptor 1 [Source:ZFIN;Acc:ZDB-GENE-090128-2]
ENSDARG00000034222	hs1bp3	HCLS1 binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-131121-391]
ENSDARG00000105173	si:ch211-142b24.2	si:ch211-142b24.2 [Source:ZFIN;Acc:ZDB-GENE-131122-63]
ENSDARG00000099552	BX927387.1	
ENSDARG00000093267	si:dkey-196h17.4	si:dkey-196h17.4 [Source:ZFIN;Acc:ZDB-GENE-081107-57]
ENSDARG00000042261	cdan1	codanin 1 [Source:ZFIN;Acc:ZDB-GENE-110411-280]
ENSDARG00000093331	si:ch211-192f15.3	si:ch211-192f15.3 [Source:ZFIN;Acc:ZDB-GENE-100922-164]
ENSDARG00000024006	rprmb	reprimo, TP53 dependent G2 arrest mediator candidate b [Source:ZFIN;Acc:ZDB-GENE-040426-1779]
ENSDARG00000096951	si:dkey-193b18.1	si:dkey-193b18.1 [Source:ZFIN;Acc:ZDB-GENE-131121-222]
ENSDARG00000009740	ppp1r7	protein phosphatase 1, regulatory (inhibitor) subunit 7 [Source:ZFIN;Acc:ZDB-GENE-051113-288]
ENSDARG00000086492	si:dkey-265e15.2	si:dkey-265e15.2 [Source:ZFIN;Acc:ZDB-GENE-081103-3]
ENSDARG00000077560	grin2cb	glutamate receptor, ionotropic, N-methyl D-aspartate 2Cb [Source:ZFIN;Acc:ZDB-GENE-100308-2]
ENSDARG00000078973	uckl1b	uridine-cytidine kinase 1-like 1b [Source:ZFIN;Acc:ZDB-GENE-090311-45]
ENSDARG00000100229	si:ch211-238e22.5	si:ch211-238e22.5 [Source:ZFIN;Acc:ZDB-GENE-041210-374]
ENSDARG00000031888	mapk8a	mitogen-activated protein kinase 8a [Source:ZFIN;Acc:ZDB-GENE-080218-17]
ENSDARG00000045638	slc13a1	solute carrier family 13 (sodium/sulphate symporters), member 1 [Source:ZFIN;Acc:ZDB-GENE-031222-3]
ENSDARG00000097857	si:ch211-195d17.5	si:ch211-195d17.5 [Source:ZFIN;Acc:ZDB-GENE-131121-435]
ENSDARG00000068967	zgc:153372	zgc:153372 [Source:ZFIN;Acc:ZDB-GENE-060929-680]
ENSDARG00000094551	si:dkey-262g12.2	si:dkey-262g12.2 [Source:ZFIN;Acc:ZDB-GENE-060503-161]
ENSDARG00000053318	lrrc6	leucine rich repeat containing 6 [Source:ZFIN;Acc:ZDB-GENE-040827-2]
ENSDARG00000092208	si:ch211-253h3.2	si:ch211-253h3.2 [Source:ZFIN;Acc:ZDB-GENE-070705-147]
ENSDARG00000036071	gtf2h4	general transcription factor IIH, polypeptide 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6779]
ENSDARG00000087419	taar12g	trace amine associated receptor 12g [Source:ZFIN;Acc:ZDB-GENE-041014-64]
ENSDARG00000102260	TMPRSS6	transmembrane protease, serine 6 [Source:HGNC Symbol;Acc:HGNC:16517]
ENSDARG00000020850	eef1a1l1	eukaryotic translation elongation factor 1 alpha 1, like 1 [Source:ZFIN;Acc:ZDB-GENE-990415-52]
ENSDARG00000101133	si:ch211-253h3.3	si:ch211-253h3.3 [Source:ZFIN;Acc:ZDB-GENE-141211-71]
ENSDARG00000102451	si:ch211-238e22.2	si:ch211-238e22.2 [Source:ZFIN;Acc:ZDB-GENE-041210-346]
ENSDARG00000052063	col4a5	collagen, type IV, alpha 5 (Alport syndrome) [Source:ZFIN;Acc:ZDB-GENE-030131-2281]
ENSDARG00000089862	si:dkey-16j16.4	si:dkey-16j16.4 [Source:ZFIN;Acc:ZDB-GENE-041111-271]
ENSDARG00000004953	mxb	myxovirus (influenza) resistance B [Source:ZFIN;Acc:ZDB-GENE-030721-6]
ENSDARG00000040111	pi4kb	phosphatidylinositol 4-kinase, catalytic, beta [Source:ZFIN;Acc:ZDB-GENE-061013-96]
ENSDARG00000053269	slc2a15b	solute carrier family 2 (facilitated glucose transporter), member 15b [Source:ZFIN;Acc:ZDB-GENE-050508-1]
ENSDARG00000011188	acvr2aa	activin A receptor, type IIAa [Source:ZFIN;Acc:ZDB-GENE-980526-227]
ENSDARG00000019355	coa7	cytochrome c oxidase assembly factor 7 [Source:ZFIN;Acc:ZDB-GENE-041014-16]
ENSDARG00000089074	taar12f	trace amine associated receptor 12f [Source:ZFIN;Acc:ZDB-GENE-041014-98]
ENSDARG00000087176	sgk494a	uncharacterized serine/threonine-protein kinase SgK494a [Source:ZFIN;Acc:ZDB-GENE-130103-8]
ENSDARG00000098589	cyb5a	cytochrome b5 type A (microsomal) [Source:ZFIN;Acc:ZDB-GENE-040426-2148]
ENSDARG00000058127	hcfc2	host cell factor C2 [Source:ZFIN;Acc:ZDB-GENE-050417-203]
ENSDARG00000062049	hmha1b	histocompatibility (minor) HA-1 b [Source:ZFIN;Acc:ZDB-GENE-071213-2]
ENSDARG00000059349	CABZ01090374.1	
ENSDARG00000091723	si:ch211-202f3.4	si:ch211-202f3.4 [Source:ZFIN;Acc:ZDB-GENE-131120-116]
ENSDARG00000034443	mpped2	metallophosphoesterase domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8903]
ENSDARG00000020133	jdp2b	Jun dimerization protein 2b [Source:ZFIN;Acc:ZDB-GENE-040718-197]
ENSDARG00000099021	setdb1b	SET domain, bifurcated 1b [Source:ZFIN;Acc:ZDB-GENE-061013-224]
ENSDARG00000095163	si:ch211-202h14.1	si:ch211-202h14.1 [Source:ZFIN;Acc:ZDB-GENE-141215-53]
ENSDARG00000101759	homer1b	homer scaffolding protein 1b [Source:ZFIN;Acc:ZDB-GENE-040801-44]
ENSDARG00000016951	neurog3	neurogenin 3 [Source:ZFIN;Acc:ZDB-GENE-010608-4]
ENSDARG00000019566	neurod1	neuronal differentiation 1 [Source:ZFIN;Acc:ZDB-GENE-990415-172]
ENSDARG00000089641	ppm1lb	protein phosphatase, Mg2+/Mn2+ dependent, 1Lb [Source:ZFIN;Acc:ZDB-GENE-060929-136]
ENSDARG00000103957	aamdc	adipogenesis associated, Mth938 domain containing [Source:ZFIN;Acc:ZDB-GENE-050522-64]
ENSDARG00000078226	cdh12a	cadherin 12, type 2a (N-cadherin 2) [Source:ZFIN;Acc:ZDB-GENE-070912-673]
ENSDARG00000100658	si:ch211-51h4.2	si:ch211-51h4.2 [Source:ZFIN;Acc:ZDB-GENE-141216-415]
ENSDARG00000075747	zfyve16	zinc finger, FYVE domain containing 16 [Source:ZFIN;Acc:ZDB-GENE-091116-62]
ENSDARG00000097074	si:dkey-19d21.3	si:dkey-19d21.3 [Source:ZFIN;Acc:ZDB-GENE-131127-607]
ENSDARG00000103310	znf1053	zinc finger protein 1053 [Source:ZFIN;Acc:ZDB-GENE-121214-1]
ENSDARG00000094423	si:ch211-270n8.4	si:ch211-270n8.4 [Source:ZFIN;Acc:ZDB-GENE-081028-70]
ENSDARG00000023940	si:ch73-362m14.4	si:ch73-362m14.4 [Source:ZFIN;Acc:ZDB-GENE-120215-30]
ENSDARG00000103011	WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules [Source:HGNC Symbol;Acc:HGNC:30493]
ENSDARG00000052728	sltm	SAFB-like, transcription modulator [Source:ZFIN;Acc:ZDB-GENE-040426-2647]
ENSDARG00000096995	fbxl22	F-box and leucine-rich repeat protein 22 [Source:ZFIN;Acc:ZDB-GENE-050227-1]
ENSDARG00000037925	rgs9a	regulator of G-protein signaling 9a [Source:ZFIN;Acc:ZDB-GENE-060929-92]
ENSDARG00000097066	si:dkey-19d21.1	si:dkey-19d21.1 [Source:ZFIN;Acc:ZDB-GENE-131127-594]
ENSDARG00000015759	tspan7	tetraspanin 7 [Source:ZFIN;Acc:ZDB-GENE-030131-5435]
ENSDARG00000090598	pkp1a	plakophilin 1a [Source:ZFIN;Acc:ZDB-GENE-110411-77]
ENSDARG00000103207	rab11fip4b	RAB11 family interacting protein 4 (class II) b [Source:ZFIN;Acc:ZDB-GENE-080722-8]
ENSDARG00000097668	si:ch211-139l2.1	si:ch211-139l2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-491]
ENSDARG00000029848	FBXO15 (2 of 2)	F-box protein 15 [Source:HGNC Symbol;Acc:HGNC:13617]
ENSDARG00000100355	znf985	zinc finger protein 985 [Source:ZFIN;Acc:ZDB-GENE-110914-127]
ENSDARG00000073768	TMEM125 (1 of 2)	transmembrane protein 125 [Source:HGNC Symbol;Acc:HGNC:28275]
ENSDARG00000017188	si:ch211-223m11.2	si:ch211-223m11.2 [Source:ZFIN;Acc:ZDB-GENE-040724-123]
ENSDARG00000055240	xdh	xanthine dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-070719-9]
ENSDARG00000095219	si:dkey-145p14.6	si:dkey-145p14.6 [Source:ZFIN;Acc:ZDB-GENE-070912-370]
ENSDARG00000060452	sdk2b	sidekick cell adhesion molecule 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8203]
ENSDARG00000074677	frem3	Fras1 related extracellular matrix 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9788]
ENSDARG00000095293	si:dkey-265e7.1	si:dkey-265e7.1 [Source:ZFIN;Acc:ZDB-GENE-081103-25]
ENSDARG00000094744	si:ch211-113a14.15	si:ch211-113a14.15 [Source:ZFIN;Acc:ZDB-GENE-121214-207]
ENSDARG00000077188	atrnl1a	attractin-like 1a [Source:ZFIN;Acc:ZDB-GENE-081028-60]
ENSDARG00000069630	tat	tyrosine aminotransferase [Source:ZFIN;Acc:ZDB-GENE-030131-1144]
ENSDARG00000102989	si:ch73-334l12.4	si:ch73-334l12.4 [Source:ZFIN;Acc:ZDB-GENE-131127-194]
ENSDARG00000100973	arhgap24	Rho GTPase activating protein 24 [Source:ZFIN;Acc:ZDB-GENE-091118-20]
ENSDARG00000093418	si:dkey-216e24.9	si:dkey-216e24.9 [Source:ZFIN;Acc:ZDB-GENE-070912-441]
ENSDARG00000015589	ankrd33bb	ankyrin repeat domain 33Bb [Source:ZFIN;Acc:ZDB-GENE-070912-531]
ENSDARG00000087483	si:dkey-226l10.6	si:dkey-226l10.6 [Source:ZFIN;Acc:ZDB-GENE-030131-1550]
ENSDARG00000102558	pde6h	phosphodiesterase 6H, cGMP-specific, cone, gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1754]
ENSDARG00000004498	xkr8.1	XK, Kell blood group complex subunit-related family, member 8, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-110106-1]
ENSDARG00000009161	ftr55	finTRIM family, member 55 [Source:ZFIN;Acc:ZDB-GENE-070424-161]
ENSDARG00000044144	wapala	wings apart-like homolog a (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-131010-1]
ENSDARG00000097247	si:dkey-19d21.2	si:dkey-19d21.2 [Source:ZFIN;Acc:ZDB-GENE-131119-1]
ENSDARG00000074216	COLQ (2 of 2)	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase [Source:HGNC Symbol;Acc:HGNC:2226]
ENSDARG00000045811	lrtm2b	leucine-rich repeats and transmembrane domains 2b [Source:ZFIN;Acc:ZDB-GENE-131121-544]
ENSDARG00000056961	ccdc30	coiled-coil domain containing 30 [Source:ZFIN;Acc:ZDB-GENE-130530-667]
ENSDARG00000003251	zbtb22b	zinc finger and BTB domain containing 22b [Source:ZFIN;Acc:ZDB-GENE-010110-4]
ENSDARG00000011818	batf	basic leucine zipper transcription factor, ATF-like [Source:ZFIN;Acc:ZDB-GENE-041014-291]
ENSDARG00000035657	BX649384.1	
ENSDARG00000026448	med29	mediator complex subunit 29 [Source:ZFIN;Acc:ZDB-GENE-021217-1]
ENSDARG00000102953	ints4	integrator complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-120215-81]
ENSDARG00000038845	ldhd	lactate dehydrogenase D [Source:ZFIN;Acc:ZDB-GENE-030131-6140]
ENSDARG00000059582	sowahcb	sosondowah ankyrin repeat domain family Cb [Source:ZFIN;Acc:ZDB-GENE-061215-96]
ENSDARG00000075321	CABZ01071972.1	
ENSDARG00000059899	TMIGD3	transmembrane and immunoglobulin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:51375]
ENSDARG00000098600	pithd1	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2366]
ENSDARG00000104341	si:dkey-238o14.1	si:dkey-238o14.1 [Source:ZFIN;Acc:ZDB-GENE-081103-10]
ENSDARG00000103617	SNORD15	Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067]
ENSDARG00000023886	cacna2d4b	calcium channel, voltage-dependent, alpha 2/delta subunit 4b [Source:ZFIN;Acc:ZDB-GENE-100422-18]
ENSDARG00000018524	midn	midnolin [Source:ZFIN;Acc:ZDB-GENE-030131-2433]
ENSDARG00000095245	si:ch211-157j23.5	si:ch211-157j23.5 [Source:ZFIN;Acc:ZDB-GENE-131122-55]
ENSDARG00000055307	sypl2a	synaptophysin-like 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1434]
ENSDARG00000084665	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000002127	stam	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:ZFIN;Acc:ZDB-GENE-031118-123]
ENSDARG00000035961	KCNG2	potassium channel, voltage gated modifier subfamily G, member 2 [Source:HGNC Symbol;Acc:HGNC:6249]
ENSDARG00000075265	plaua	plasminogen activator, urokinase a [Source:ZFIN;Acc:ZDB-GENE-090313-278]
ENSDARG00000009285	rpl15	ribosomal protein L15 [Source:ZFIN;Acc:ZDB-GENE-040801-183]
ENSDARG00000023298	rps27.1	ribosomal protein S27, isoform 1 [Source:ZFIN;Acc:ZDB-GENE-050522-549]
ENSDARG00000098544	ncdn	neurochondrin [Source:ZFIN;Acc:ZDB-GENE-061220-6]
ENSDARG00000033579	mtrf1	mitochondrial translational release factor 1 [Source:ZFIN;Acc:ZDB-GENE-050220-8]
ENSDARG00000100296	pja2	praja ring finger 2 [Source:ZFIN;Acc:ZDB-GENE-060526-337]
ENSDARG00000088343	PRRT4 (1 of 2)	proline-rich transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37280]
ENSDARG00000104734	kat2a	K(lysine) acetyltransferase 2A [Source:ZFIN;Acc:ZDB-GENE-080403-11]
ENSDARG00000032653	fam60a	family with sequence similarity 60, member A [Source:ZFIN;Acc:ZDB-GENE-041210-166]
ENSDARG00000075201	inpp4b	inositol polyphosphate-4-phosphatase, type II [Source:ZFIN;Acc:ZDB-GENE-090312-97]
ENSDARG00000079076	hgfb	hepatocyte growth factor b [Source:ZFIN;Acc:ZDB-GENE-041014-3]
ENSDARG00000009753	sf3b6	splicing factor 3b, subunit 6 [Source:ZFIN;Acc:ZDB-GENE-040625-36]
ENSDARG00000101951	EXTL1 (2 of 2)	exostosin-like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]
ENSDARG00000068036	tmem119b	transmembrane protein 119b [Source:ZFIN;Acc:ZDB-GENE-070410-49]
ENSDARG00000090389	ndufv3	NADH dehydrogenase (ubiquinone) flavoprotein 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6500]
ENSDARG00000001930	klhl15	kelch-like family member 15 [Source:ZFIN;Acc:ZDB-GENE-040801-99]
ENSDARG00000014101	pyroxd2	pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:ZFIN;Acc:ZDB-GENE-050506-147]
ENSDARG00000094637	qrfp	pyroglutamylated RFamide peptide [Source:ZFIN;Acc:ZDB-GENE-060503-202]
ENSDARG00000032959	kcnc1b	potassium voltage-gated channel, Shaw-related subfamily, member 1b [Source:ZFIN;Acc:ZDB-GENE-080414-3]
ENSDARG00000100780	slco1e1	solute carrier organic anion transporter family, member 1E1 [Source:ZFIN;Acc:ZDB-GENE-100818-2]
ENSDARG00000095735	si:ch211-271e10.1	si:ch211-271e10.1 [Source:ZFIN;Acc:ZDB-GENE-060526-145]
ENSDARG00000079068	adam12	ADAM metallopeptidase domain 12 [Source:ZFIN;Acc:ZDB-GENE-070809-1]
ENSDARG00000063538	kalrnb	kalirin, RhoGEF kinase b [Source:ZFIN;Acc:ZDB-GENE-060421-7244]
ENSDARG00000018478	agxtb	alanine-glyoxylate aminotransferase b [Source:ZFIN;Acc:ZDB-GENE-010302-3]
ENSDARG00000079049	cercam	cerebral endothelial cell adhesion molecule [Source:ZFIN;Acc:ZDB-GENE-030131-9787]
ENSDARG00000025386	lsm14b	LSM family member 14B [Source:ZFIN;Acc:ZDB-GENE-040426-779]
ENSDARG00000036767	si:dkey-204a24.10	si:dkey-204a24.10 [Source:ZFIN;Acc:ZDB-GENE-120215-160]
ENSDARG00000093646	si:ch211-270n8.3	si:ch211-270n8.3 [Source:ZFIN;Acc:ZDB-GENE-081028-50]
ENSDARG00000044685	nr0b2a	nuclear receptor subfamily 0, group B, member 2a [Source:ZFIN;Acc:ZDB-GENE-080403-1]
ENSDARG00000044431	ppig	peptidylprolyl isomerase G (cyclophilin G) [Source:ZFIN;Acc:ZDB-GENE-040426-2822]
ENSDARG00000056550	tango2	transport and golgi organization 2 homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040808-42]
ENSDARG00000028507	itgb4	integrin, beta 4 [Source:ZFIN;Acc:ZDB-GENE-030131-7209]
ENSDARG00000058685	si:dkey-204a24.11	si:dkey-204a24.11 [Source:ZFIN;Acc:ZDB-GENE-120215-129]
ENSDARG00000099916	si:dkey-161f11.5	si:dkey-161f11.5 [Source:ZFIN;Acc:ZDB-GENE-141219-24]
ENSDARG00000102635	znf1037	zinc finger protein 1037 [Source:ZFIN;Acc:ZDB-GENE-120709-1]
ENSDARG00000003795	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:HGNC Symbol;Acc:HGNC:5383]
ENSDARG00000041911	si:ch211-245h14.1	si:ch211-245h14.1 [Source:ZFIN;Acc:ZDB-GENE-041014-350]
ENSDARG00000004405	snx10a	sorting nexin 10a [Source:ZFIN;Acc:ZDB-GENE-050809-44]
ENSDARG00000103224	si:ch73-350k19.1	si:ch73-350k19.1 [Source:ZFIN;Acc:ZDB-GENE-141212-184]
ENSDARG00000025302	dixdc1a	DIX domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030721-2]
ENSDARG00000079834	kdf1a	keratinocyte differentiation factor 1a [Source:ZFIN;Acc:ZDB-GENE-110411-156]
ENSDARG00000016789	zgc:152891	zgc:152891 [Source:ZFIN;Acc:ZDB-GENE-061013-229]
ENSDARG00000076856	frem2a	Fras1 related extracellular matrix protein 2a [Source:ZFIN;Acc:ZDB-GENE-081119-3]
ENSDARG00000062986	pnpla7a	patatin-like phospholipase domain containing 7a [Source:ZFIN;Acc:ZDB-GENE-070112-1812]
ENSDARG00000037017	ube4b	ubiquitination factor E4B, UFD2 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-020205-1]
ENSDARG00000035146	polr2j	polymerase (RNA) II (DNA directed) polypeptide J [Source:ZFIN;Acc:ZDB-GENE-050522-120]
ENSDARG00000016745	slc35f6	solute carrier family 35, member F6 [Source:ZFIN;Acc:ZDB-GENE-040718-297]
ENSDARG00000094500	si:ch211-238e22.4	si:ch211-238e22.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3632]
ENSDARG00000039872	lamtor2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:ZFIN;Acc:ZDB-GENE-040801-63]
ENSDARG00000036194	pitx2	paired-like homeodomain 2 [Source:ZFIN;Acc:ZDB-GENE-990714-27]
ENSDARG00000104023	mag	myelin associated glycoprotein [Source:ZFIN;Acc:ZDB-GENE-041217-24]
ENSDARG00000051936	ergic2	ERGIC and golgi 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1331]
ENSDARG00000058603	jph1a	junctophilin 1a [Source:ZFIN;Acc:ZDB-GENE-040724-233]
ENSDARG00000053082	thada	thyroid adenoma associated [Source:ZFIN;Acc:ZDB-GENE-050320-49]
ENSDARG00000098720	LPL (2 of 2)	lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]
ENSDARG00000022461	nudt15	nudix (nucleoside diphosphate linked moiety X)-type motif 15 [Source:ZFIN;Acc:ZDB-GENE-040625-95]
ENSDARG00000056572	si:dkey-261i16.5	si:dkey-261i16.5 [Source:ZFIN;Acc:ZDB-GENE-060503-68]
ENSDARG00000092900	si:ch211-279m15.1	si:ch211-279m15.1 [Source:ZFIN;Acc:ZDB-GENE-030219-29]
ENSDARG00000000729	daxx	death-domain associated protein [Source:ZFIN;Acc:ZDB-GENE-010110-3]
ENSDARG00000019877	rbks	ribokinase [Source:ZFIN;Acc:ZDB-GENE-040625-112]
